Timestamp,Source MAC,Destination MAC,Source IP,Destination IP
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,40.74.98.194
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,40.74.98.194
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,40.74.98.194
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,40.74.98.194,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,40.74.98.194,192.168.100.130
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,40.74.98.194
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,48:57:02:8f:34:d5,f8:a2:d6:e0:6f:d9,52.105.227.39,192.168.100.130
2025-10-24 10:14:36,f8:a2:d6:e0:6f:d9,48:57:02:8f:34:d5,192.168.100.130,52.105.227.39
